Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R/W (Up to, in MB/s)",Categories,Notes (*),Product Page,Product Page 2,Affiliate Link
Samsung,X5,TB3,USB-C,500GB-2TB,Samsung Phoenix,"Penta-core, 8-ch, 8-CE/ch",Yes,No,Samsung,TLC,64,2800/2300,Mid-Range NVMe,Portable,Samsung X5,,
SanDisk,Extreme Pro NVMe,x4 PCIe 3.0/NVMe,M.2,500GB-1TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3400/2800,High-End NVMe,,Sandisk Extreme Pro NVMe,,
SanDisk,Extreme Pro NVMe v2,x4 PCIe 3.0/NVMe,M.2,1TB-2TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,96,2000/2000,Mid-Range NVMe,,SanDisk Extreme Pro Portable SSD v2,,
SanDisk,Extreme Port.,USB 3.2 Gen 2x1,USB-C,250GB-2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,550/?,High-End SATA,Portable,SanDisk Extreme Portable,,
SanDisk,Extreme Port. V2,USB 3.2 Gen 2x2,USB-C,500GB-4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050/1050,Entry-Level NVMe,Portable; ASM2362,SanDisk Extreme Portable SSD V2,,https://amzn.to/3ThT4OQ
SanDisk,Extreme PRO Port. V2,USB 3.2 Gen 2x2,USB-C,1TB-4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,96,2000/2000,Entry-Level NVMe,Portable; ASM2364,SanDisk Extreme PRO Portable SSD V2,,https://amzn.to/3RCznTn
SanDisk,Pro-G40,TB3,USB-C,1TB-2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,96,2700/1050,Mid-Range NVMe,Portable; JHL7440 + ASM2362 (USB),SanDisk Pro-G40,,https://amzn.to/3LU3hzJ
SanDisk,SSD Plus,SATA/AHCI,"2.5""",120GB-2TB,SMI SM2256S,"Single-core, 4-ch, 8-CE/ch",No,N/A,SanDisk/Kioxia,TLC,N/A,545/450,Entry-Level SATA,"2TB - DRAM, some QLC; SA510 crap variety",SanDisk SSD Plus,,https://amzn.to/3ZOx0hx
SanDisk,SSD Plus (NVMe),x4 PCIe 3.0/NVMe,M.2,250GB-2TB,WD Proprietary,,No,Yes,SanDisk,,112,3200/3000,Entry-Level NVMe,"QLC at 1TB/2TB, SN330/SN550 controller",SanDisk SSD Plus NVMe,,
SanDisk,Ultra,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400/1950,Entry-Level NVMe,5-year,SanDisk Ultra NVMe,,
SanDisk,Ultra 3D,SATA/AHCI,"2.5""",250GB-2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,550/525,High-End SATA,960GB+ now w/DRAM,SanDisk Ultra 3D,,https://amzn.to/3FcX2CI
Seagate,520N,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,,,,,,,,5000/4800,Mid-Range NVMe,2230,Seagate 520N,,https://amzn.to/3QyIjZ5
Seagate,BarraCuda,SATA/AHCI,"2.5""",250GB-2TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,560/540,Mid-Range SATA,,Seagate BarraCuda SSD,,
Seagate,BarraCuda 120,SATA/AHCI,"2.5""",250GB-2TB,Phison S12,"Dual-R5 + CoX, 8x8",Yes,N/A,,TLC,96,560/540,High-End SATA,S10 w/LDPC,BarraCuda 120,,
Seagate,BarraCuda 510,x4 PCIe 3.0/NVMe,M.2,256GB-512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/2180,Mid-Range NVMe,Updated to 96L,Seagate BarraCuda 510 NVMe,,
Seagate,Fast SSD,USB 3.2 Gen 2x1,USB-C,512GB-2TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,540/500,Mid-Range SATA,Portable,Seagate Fast SSD,,
Seagate,FireCuda 510,x4 PCIe 3.0/NVMe,M.2,1TB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3450/3200,Mid-Range NVMe,Updated to 96L,Seagate FireCuda 510 NVMe,,
Seagate,FireCuda 520,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5500/4400,Mid-Range NVMe,New E21T variant,Seagate FireCuda 520,,
Seagate,FireCuda 530,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7300/6900,High-End NVMe,New: E27T + BiCS6; 530R = end. Optimized,Seagate FireCuda 530,,https://amzn.to/3ZzD39j
Seagate,FireCuda 540,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/10000,High-End NVMe,,Seagate FireCuda 540,,https://amzn.to/3RxEpAo
Seagate,Game Drive PS5,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",,,,,,,,,,,
Seagate,One Touch SSD,USB 3.2 Gen 1x1,USB-C,500GB-1TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,400/400,Mid-Range SATA,Portable,Seagate One Touch SSD,,
Seagate,One Touch SSD NVMe,USB 3.2 Gen 2x1,USB-C,500GB-2TB,,,,,,,,1030/1030,Entry-Level NVMe,Portable,Seagate One Touch SSD,,https://amzn.to/42bFqkw
Seagate,BarraCuda Q1,SATA/AHCI,"2.5""",240GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,,QLC,,550/500,Entry-Level SATA,,Seagate BarraCuda Q1,,
Seagate,BarraCuda Q5,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2400/1800,Entry-Level NVMe,,Seagate BarraCuda Q5,,
Silicon Power,A55/S55,SATA/AHCI,"2.5"" & M.2",60GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560/530,Entry-Level SATA,Variable hardware,Silicon Power A55,Silicon Power S55,https://amzn.to/3Jiw3XD
Silicon Power,A58,SATA/AHCI,"2.5""",128GB-512GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,480/510,Entry-Level SATA,,Silicon Power A58,,
Silicon Power,Bolt B75 Pro,USB 3.2 Gen 2x1,USB-C,250GB-2TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,520/420,Entry-Level SATA,Portable,Silicon Power Bolt B75 Pro,,
Silicon Power,DS72,USB 3.2 Gen 2x1,USB-C,250GB-1TB,,,,,,,,1050/850,,,Silicon Power DS72,,
Silicon Power,ED90,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,5000/4800,,,,,
Silicon Power,ES75,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,7000/6500,,,,,
Silicon Power,MS70,USB 3.2 Gen 2x1,USB-A,250GB-2TB,,,,,,,,1050/850,,,Silicon Power MS70,,
Silicon Power,P32A80,x2 PCIe 3.0/NVMe,M.2,128GB-512GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1600/1000,Entry-Level NVMe,,Silicon Power P32A80,,
Silicon Power,P34A60,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron/Kioxia,TLC,96,2200/1600,Entry-Level NVMe,Unverified NAND,Silicon Power P34A60,,
Silicon Power,P34A80,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3200/3000,Mid-Range NVMe,Switched to SM2262EN,Silicon Power P34A80,,https://amzn.to/40bKHXH
Silicon Power,PC60,USB 3.2 Gen 2x1,USB-C,1.92TB,SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,540/500,Entry-Level SATA,Portable,Silicon Power PC60,,
Silicon Power,PX10,USB 3.2 Gen 2x1,USB-C,512GB-4TB,,,,,,,,1050/1050,,Portable,,,
Silicon Power,UD70,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400/3000,Mid-Range NVMe,,Silicon Power UD70,,
Silicon Power,UD80,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,,TLC,,3400/3000,Entry-Level NVMe,Alt: Maxio MAP1202 + YMTC,Silicon Power UD80,,
Silicon Power,UD85,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,YMTC,TLC,,3600/2800,Entry-Level NVMe,Alt: SM2267XT,Silicon Power UD85,,
Silicon Power,UD90,x4 PCIe 4.0/NVMe,M.2,250GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,4800/4200,Mid-Range NVMe,"Alt: SM2269XT/MAP1602, 1TB+ maybe QLC",Silicon Power UD90,,https://amzn.to/424z4Dq
Silicon Power,UD90 2230,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5000/3200,Mid-Range NVMe,2230,Silicon Power UD90 2230,,https://amzn.to/46vKKjE
Silicon Power,US70,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Silicon Power US70,,
Silicon Power,US75,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Maxio MAP1602,"R5, 4x8",No,Yes,YMTC,TLC,232,7000/6500,,,Silicon Power US75,,https://amzn.to/49Hdysp
Silicon Power,US85,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,,,,,,,,10300/8600,High-End NVMe,,,,
Silicon Power,XD80,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,3400/3000,Mid-Range NVMe,,Silicon Power XD80,,
Silicon Power,XS80,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/10000,High-End NVMe,,Silicon Power XS80,,
Silicon Power,XS90,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,,,,,,,,,,,,,
Silicon Power,XS70,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7300/6800,High-End NVMe,IG5236 possible,Silicon Power XS70,,https://amzn.to/3JXcKUT
Solidigm,P41 Plus,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,SMI SM2269XT,"Dual-core R8, 4-ch",No,Yes,Solidigm,QLC,144,4125/3325,Entry-Level NVMe,2230 variant,Solidigm P41 Plus,,https://amzn.to/41Sl1Rk
Solidigm,P42 Plus,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,SMI SM2269XT,"Dual-core R8, 4-ch",No,Yes,Solidigm,QLC,192,,,Cancelled,,,
Solidigm,P44 Pro,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000/6500,High-End NVMe,,Solidigm P44 Pro,,https://amzn.to/3YvZgnH
TC Sunbow,X3,SATA/AHCI,"2.5""",60GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",?,N/A,Micron,TLC,64,560/510,Mid-Range SATA,Flash/DRAM varies,,,
Team,Cardea II,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3400/3000,Mid-Range NVMe,Heatsink,Team Cardea II,,
Team,Cardea A440,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6900,High-End NVMe,,Team Cardea A440,,https://amzn.to/3JubXeg
Team,Cardea A440 Lite,x4 PCIe 4.0/NVMe,M.2,,Phison E27T,"Single R5 + CoX, 4-CH, 4-CE/ch",No,Yes,Kioxia,TLC,162,7400/6400,,,Team Cardea A440 Lite,,https://amzn.to/4bNdurE
Team,Cardea A440 Pro,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400/7000,High-End NVMe,PS5,Team Cardea A440 Pro,,https://amzn.to/3QR6bWB
Team,Cardea Ceramic C440,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Team Cardea Ceramic C440,,
Team,IOPS,x4 PCIe 3.0/NVMe,M.2,1TB,,,Yes,No,,TLC,,3400/3000,Mid-Range NVMe,Cool heatsinks,Team Cardea IOPS,,
Team,Cardea Liquid,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,Water-cooled,Team Cardea Liquid,,
Team,Cardea Z44Q,x4 PCIe 4.0/NVMe,M.2,2TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Intel,QLC,96,5000/4000,Mid-Range NVMe,,Team Cardea Z44Q,,
Team,Cardea Zero,x4 PCIe 4.0/NVMe,M.2,256GB-1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,Heatsink,Team Cardea Zero,,
Team,Cardea Zero Z330,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64/96,2100/1700,Entry-Level NVMe,,Team Cardea Zero Z330,,https://amzn.to/3YLh26w
Team,Cardea Zero Z440,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Cardea Zero Z440,,https://amzn.to/3JkmdV6
Team,Delta RGB,SATA/AHCI,"2.5""",250GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560/510,Mid-Range SATA,RGB; Change: Samsung 64L or newer,Team Delta RGB,,
Team,Delta TUF,SATA/AHCI,"2.5""",500GB-1GB,,,,,,,,560/510,,Variant of RGB,Team Delta TUF,,
Team,AX1,SATA/AHCI,"2.5""",240GB-960GB,,,,,,,,540/490,,AX/CX/EX/GX variant,Team AX1,,
Team,AX2,SATA/AHCI,"2.5""",256GB-2TB,,"Single-core, 4-ch, 4-CE/ch",,,,,,540/490,,AX/CX/EX/GX variant - May be QLC,Team AX2,,https://amzn.to/3ZMfcDL
Team,EX2,SATA/AHCI,"2.5""",512GB-2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Hynix,TLC,72,550/520,Entry-Level SATA,AX/CX/EX/GX variant - May be QLC,Team EX2,,
Team,CX1,SATA/AHCI,"2.5""",240GB-960GB,,,,,,,,,,AX/CX/EX/GX variant,Team CX1,,
Team,CX2,SATA/AHCI,"2.5""",256GB-2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,64,540/490,Entry-Level SATA,AX/CX/EX/GX variant - May be QLC,Team CX2,,https://amzn.to/42daiB9
Team,GA Pro,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,,,,,,,,10000/8500,,,,,
Team,GC Pro,x4 PCIe 5.0/NVMe,M.2,2TB-4TB,InnoGrit IG5666,,Yes,N/A,YMTC,TLC,232,12500/11000,,,,,
Team,GE Pro,x4 PCIe 5.0/NVMe,M.2,,InnoGrit IG5666,,Yes,No,Micron,TLC,232,14000/11800,High-End NVMe,,Team GA Pro,,
Team,G50,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,,"Quad-core, 8-ch",No,Yes,,,,5000/4800,Mid-Range NVMe,,Team G50,,
Team,G50 PRO,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,,,,5000/4800,Mid-Range NVMe,,Team G50 PRO,,
Team,G70,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,,"Quad-core, 8-ch",No,Yes,,,,7400/6800,High-End NVMe,,Team G70,,
Team,G70 PRO,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,,,,7400/6800,High-End NVMe,Optional HS,Team G70 PRO,,
Team,GC Pro,x4 PCIe 5.0/NVMe,M.2,2TB-4TB,,,,,,,,12500/11000,,,,,
Team,GX1,SATA/AHCI,"2.5""",120GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk/Kioxia,TLC,64,530/480,Entry-Level SATA,SM2258XT var.; lesser flash,Team GX1,,
Team,GX2,SATA/AHCI,"2.5""",128GB-2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550/500,Entry-Level SATA,AX/CX/EX/GX variant - May be QLC,Team GX2,,https://amzn.to/3yFSsJI
Team,I54,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,,,,,,
Team,L3 EVO,SATA/AHCI,"2.5""",120GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,530/500,Entry-Level SATA,Variable hardware,Team L3 EVO,,
Team,L5 Lite (2D),SATA/AHCI,"2.5""",60GB-1TB,SMI SM2256S,"Single-core, 4-ch, 8-CE/ch",No,N/A,Micron,TLC,N/A,530/480,Garbage,,Team L5 Lite (2D),,
Team,L5 Lite 3D,SATA/AHCI,"2.5""",120GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Varies,TLC,32/64,500/480,Mid-Range SATA,Change: Samsung 64L,Team L5 Lite 3D,,
Team,MP32,x2 PCIe 3.0/NVMe,M.2,128GB-1TB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550/950,Entry-Level NVMe,,Team MP32,,
Team,MP33,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64/96,1800/1500,Entry-Level NVMe,SM2263XT variant; 5-yr,Team MP33,,https://amzn.to/3XIYg0F
Team,MP33 Pro,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,96,2100/1700,Entry-Level NVMe,,Team MP33 Pro,,
Team,MP33Q,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,,QLC,,2500/2100,Entry-Level NVMe,RTS5765DL,Team MP33Q,,
Team,MP34,x4 PCIe 3.0/NVMe,M.2,256GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500/2900,Mid-Range NVMe,"Controllers: RTS5762, Flash: Hynix",Team MP34,,https://amzn.to/3FortG4
Team,MP34S,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,,,,,,,,2500/2200,Entry-Level NVMe,2242,Team MP34S,,
Team,MP34Q,x4 PCIe 3.0/NVMe,M.2,2TB-8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Intel,QLC,96,3400/3000,Mid-Range NVMe,,Team MP34Q,,
Team,MP44,x4 PCIe 4.0/NVMe,M.2,512GB-8TB,Maxio MAP1602,,No,Yes,YMTC,TLC,232,7400/6900,High-End NVMe,E27T + BiCS6 Rev (2024),Team MP44,,https://amzn.to/3LZoUxN
Team,MP44L,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,5000/4500,Mid-Range NVMe,"MAP1602/MAP1608/YMTC variant, check HW",Team MP44L,,https://amzn.to/3l43m8Q
Team,MP44S,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,,,,,,,,5000/3500,Mid-Range NVMe,2230,Team MP44S,,https://amzn.to/3rvAf1r
Team,MP44Q,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Maxio MAP1602,"R5, 4x8",No,Yes,YMTC,QLC,232,7400/6500,Mid-Range NVMe,,Team MP44Q,,
Team,MS30,SATA/AHCI,M.2,128GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,530/480,Entry-Level SATA,,Team MS30,,https://amzn.to/3Fpyre9
Team,PD400,USB 3.2 Gen 1x1,USB-C,240GB-960GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,,TLC,,430/420,Mid-Range SATA,Portable,Team PD400,,
Team,PD1000,USB 3.2 Gen 2x1,USB-C,512GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,No,,TLC,,1000/950,Entry-Level NVMe,Portable,Team P1000,,
Team,QX,SATA/AHCI,"2.5""",512GB-4TB,,,,,,,,560/500,,Originally 15.3TB DC drive,Team QX,,
Team,T-Create CinemaPr P31,,,,,,,,,,,,,,,,
Team,T-Create Classic (NVMe),x4 PCIe 3.0/NVMe,M.2,1TB-2TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,2100/1700,Entry-Level NVMe,,Team T-Create Classic (NVMe),,
Team,T-Create Classic (NVMe 2),x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Team T-Create Classic (NVMe 2),,
Team,T-Create Classic PCIe 4.0 DL,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,,,No,Yes,,TLC,,5000/4500,Mid-Range NVMe,,Team T-Create Classic PCIe 4.0 DL,,
Team,T-Create Classic (SATA),SATA/AHCI,"2.5""",1TB,,,Yes,N/A,,TLC,,550/520,,,Team T-Create Classic (SATA),,
Team,T-Create Classic (TB3),TB3,TB3,1TB-4TB,,,Yes,N/A,,,,2700,,Portable; 900 MB/s for USB3.2 Gen 2x1,Team T-Create Classic TB3,,
Team,T-Create Classic C43,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,,,,,,,,3500/3200,Entry-Level Nvme,,Team Create Classic C43,,
Team,T-Create Classic C45,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,,,,,,,,5000/4500,Mid-Range NVMe,,Team Create Classic C45,,
Team,T-Create Classic C47,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,,,,,,,,7400/7000,High-End NVMe,,Team Create Classic C47,,
Team,T-Create Expert,x4 PCIe 3.0/NVMe,M.2,1TB-2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,64,3400/3000,High-End NVMe,Massive warranty w/industrial TLC,Team T-Create Expert,,
Team,Vulcan,SATA/AHCI,"2.5""",250GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560/510,High-End SATA,3-yr warranty; flash may vary,Team Vulcan SSD,,
Team,Vulcan G,SATA/AHCI,"2.5""",512GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Kioxia,TLC,64+,550/500,Entry-Level SATA,May be SM2259XT now,Team Vulcan G,,https://amzn.to/3yChitF
Team,Vulcan Z,SATA/AHCI,"2.5""",240GB-2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,TLC,,550/500,Entry-Level SATA,,Team Vulcan Z,,
Team,Vulzan Z QLC,SATA/AHCI,"2.5""",2TB-4TB,,,No,N/A,,QLC,,550/510,Entry-Level SATA,,Team Vulcan Z QLC,,
Team,Z330,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64/96,2100/1700,Entry-Level NVMe,,Team Z330,,https://amzn.to/43k0zbM
Team,Z340,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,,3400/3000,Mid-Range NVMe,E12S alternative,Team Z340,,
Team,Z440,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,112L now,Team Z440,,https://amzn.to/3rliZvk
Team,Z440 Lite,,,,,,,,,,,,,,,,https://amzn.to/4byrFQn
Team,Z44A5,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Maxio MAP1602,,No,Yes,Hynix,TLC,176,5000/4500,,,Team Z44A5,,
Team,Z44L,x4 PCIe 4.0/NVMe,M.2,250GB-1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3500/3000,Entry-Level NVMe,Updated to 176L,Team Cardea Z44L,,
Team,Z44Q,x4 PCIe 4.0/NVMe,M.2,2TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Intel,QLC,96,5000/3700,Mid-Range NVMe,,Team Z44Q,,
Team,Z540,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12000/10000,High-End NVMe,,Team Z540,,https://amzn.to/3GbDYF6
Team,Z54A,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,InnoGrit IG5666,,Yes,No,Micron,TLC,232,14000/11000,High-End NVMe,,,,
Toshiba/Kioxia,RC500,x4 PCIe 3.0/NVMe,M.2,250GB-500GB,Phison E12S,"Dual R5 + CoX, 8x4",Yes,N/A,Kioxia,TLC,96,1700/1600,Entry-Level NVMe,,Toshiba RC500,,
Toshiba/Kioxia,RD500,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Phison E12S,"Dual R5 + CoX, 8x4",Yes,N/A,Kioxia,TLC,96,3400/3200,Mid-Range NVMe,,RD500,,
Toshiba/Kioxia,TR200,SATA/AHCI,"2.5""",240GB-960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,555/540,Entry-Level SATA,,Toshiba TR200,,
